station_id,name,lat,lon,capacity,address,is_charging_station,nearby_distance
8036,Jane St / Sheppard Ave W,43.7390134137019,-79.5128631792721,19,Jane St / Sheppard Ave W,False,1000.0
8037,Bathurst St / Sheppard Ave W,43.7551762288098,-79.4381218265108,15,Bathurst St / Sheppard Ave W,False,1000.0
8038,Finch Ave E / Upper Don Recreational Trail ,43.7889378831231,-79.3748886875059,11,Finch Ave E / Upper Don Recreational Trail ,False,1000.0
8039,Ruddington Dr / Finch Recreational Trail,43.7897818888442,-79.3898862171619,19,Ruddington Dr / Finch Recreational Trail,False,1000.0
8040,Old Cummer GO Station,43.7944233828024,-79.3692587950718,23,Old Cummer GO Station,False,1000.0
8041,Wilmington Ave / Kennard Ave,43.7611584810373,-79.4560000049282,11,Wilmington Ave / Kennard Ave,False,998.0
8042,Fairview Mall Dr / Fairview Mall Dr E,43.779672154399,-79.3429500491085,19,Fairview Mall Dr / Fairview Mall Dr E,False,1000.0
8043,Birchmount Rd / The Meadoway,43.7389321211054,-79.2811803258297,15,Birchmount Rd / The Meadoway,False,1000.0
8044,Scarborough Village Park,43.7471511343786,-79.2145023591385,11,Scarborough Village Park,False,996.0
8045,Prudential Dr / Midland Ave,43.7495662125791,-79.2657219092621,15,Prudential Dr / Midland Ave,False,1000.0
8046,Markham Rd / Cougar Crt,43.744988965771,-79.2194436632988,11,Markham Rd / Cougar Crt,False,1000.0
8047,Lawrence Ave E / Overture Rd,43.7656405392477,-79.1996149312134,11,Lawrence Ave E / Overture Rd,False,1000.0
8048,Morningside Ave / Kingston Rd,43.76907926671,-79.1871136306885,15,Morningside Ave / Kingston Rd,False,1000.0
8049,YZD,43.7368015,-79.4687878,19,YZD,False,1000.0
8050,Wilson Ave / Transit Rd (TTC Subway Station),43.7334589937537,-79.4533880689615,23,Wilson Ave / Transit Rd (TTC Subway Station),False,1000.0
8051,Homewood Ave / Wellesley St E - SMART,43.6669780117807,-79.3759451868686,12,Homewood Ave / Wellesley St E - SMART,False,300.0
8052,Warden Ave / The Meadoway,43.7355478135638,-79.2905190837737,11,Warden Ave / The Meadoway,False,1000.0
8053,Galloway Rd / Kingston Rd ,43.7624724450967,-79.1946925067476,17,Galloway Rd / Kingston Rd ,False,500.0
8054,Sheppard Ave E / Brian Dr,43.7751833232896,-79.3304433810174,19,Sheppard Ave E / Brian Dr,False,1000.0
8055,Sheppard Ave E / Willowdale Ave ,43.7641117429842,-79.3983369965274,11,Sheppard Ave E / Willowdale Ave ,False,1000.0
8056,Parkway Forest Dr / Forest Manor Rd (North),43.7747055795477,-79.3427532945751,19,Parkway Forest Dr / Forest Manor Rd (North),False,500.0
8057,Parkway Forest Dr / Forest Manor Rd (South),43.7695296872239,-79.343381714035,19,36 Parkway Forest Dr ,False,500.0
8058,Maxome Ave / Finch Hydro Corridor,43.7861161937811,-79.4003905408874,19,Maxome Ave / Finch Hydro Corridor,False,1000.0
8059,Ionview Rd / Eglinton Ave E,43.7317027935099,-79.2714920178692,11,Ionview Rd / Eglinton Ave E,False,1000.0
8060,Gilder Dr / Midland Ave,43.7365986,-79.2578451,15,Gilder Dr / Midland Ave,False,1000.0
8061,Stansbury Cr / Midland Ave,43.7425135275089,-79.2612431038377,11,Stansbury Cr / Midland Ave,False,1000.0
8062,Bay St / King St W,43.6483753414855,-79.3799828091115,23,Bay St / King St W,False,150.0
8063,Maida Vale Park,43.7331039681865,-79.2770281992636,11,Maida Vale Park,False,1000.0
8064,Kennedy Rd / Bertrand Ave,43.7374617671374,-79.2699593767259,11,Kennedy Rd / Bertrand Ave,False,1000.0
8065,Brockley Dr / Lawrence Ave E,43.7523548511766,-79.2627965885723,11,Brockley Dr / Lawrence Ave E,False,500.0
8066,Danforth Rd / Savarin St,43.7430724706256,-79.2453181221997,15,Danforth Rd / Saverin St,False,500.0
8073,Finch Ave E / Midland Ave,43.8035656501137,-79.2866960547241,15,Finch Ave E / Midland Ave,False,2000.0
8074,Huntingwood Dr / Midland Ave,43.7969034865904,-79.2837628152982,11,Huntingwood Dr / Midland Ave,False,1000.0
8075,Marine Parade Dr / Humber Bay Shores Park Trl,43.6264618250938,-79.4767510230207,19,Marine Parade Dr / Humber Bay Shores Park Trl,False,500.0
8076,Warden Ave / Huntingwood Dr,43.7857168223487,-79.310810396049,11,Warden Ave / Huntingwood Dr,False,2000.0
8077,Silver Springs Blvd / Birchmount Rd,43.800737007917,-79.3067124214887,11,Silver Springs Blvd / Birchmount Rd,False,1500.0
8078,Victoria Park Ave / Patrick Blvd ,43.7777592874974,-79.3239089242057,15,Victoria Park Ave / Patrick Blvd ,False,1000.0
8079,Aurora Ct / Bridletowne Cir,43.7928396172663,-79.3168517349864,11,Aurora Ct / Bridletowne Cir,False,1500.0
8080,Bay Mills Blvd / Birchmount Ave,43.7834298611239,-79.2995589011307,15,Bay Mills Blvd / Birchmount Ave,False,1000.0
8081,Bridlewood Park,43.7840299141828,-79.3162977401474,11,Bridlewood Park,False,1500.0
8082,Village Green Square,43.7782630673554,-79.2817495617656,15,Village Green Square,False,1000.0
8083,Eastview Park,43.7590714093204,-79.1894528171104,11,Eastview Park,False,1000.0
8084,Grenville St / Yonge St ,43.6620293466257,-79.3836095840229,15,Grenville St / Yonge St ,False,1000.0
8085,Lawrence Ave W / Bathurst St,43.7190103221796,-79.4300908911673,11,Lawrence Ave W / Bathurst St,False,996.0
8086,Lawrence Ave W / Dufferin St,43.7143178483639,-79.4541448570922,15,Lawrence Ave W / Dufferin St,False,500.0
8087,Front St E / Cooperage St,43.6529637801557,-79.3571104835428,19,Front St E / Cooperage St,False,500.0
8088,Lawrence Ave W / Renfield St,43.7040299855481,-79.4988335075738,11,Lawrence Ave W / Renfield St,False,1000.0
8089,Lawrence Ave W / Pine St,43.7017745250335,-79.5085045113247,15,Lawrence Ave W / Pine St,False,1000.0
8090,Church St / Cypress St,43.7063857526815,-79.5167169767572,15,Church St / Cypress St,False,1000.0
8091,Rockcliffe Blvd / Alliance Ave,43.6765193972744,-79.4894202708655,11,Rockcliffe Blvd / Alliance Ave,False,1000.0
