Longitude,Latitude,Station Name,Climate ID,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,Date/Time
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.0,2.0,87.0,0.0,12.0,8.0,16.1,101.74,,,,2024-12-16 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.1,2.1,87.0,0.0,11.0,5.0,16.1,101.72,,,,2024-12-16 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.1,2.5,89.0,0.0,11.0,8.0,16.1,101.69,,,,2024-12-16 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.5,2.5,87.0,0.0,11.0,8.0,16.1,101.71,,,,2024-12-16 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.6,2.6,87.0,0.0,9.0,11.0,16.1,101.61,,,,2024-12-16 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.6,2.8,88.0,0.0,11.0,8.0,16.1,101.6,,,,2024-12-16 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.6,2.6,87.0,0.0,11.0,9.0,16.1,101.56,,,,2024-12-16 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.8,2.7,86.0,0.0,10.0,11.0,16.1,101.52,,,,2024-12-16 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.3,2.8,90.0,0.0,9.0,9.0,16.1,101.47,,,,2024-12-16 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.9,3.1,88.0,0.0,8.0,9.0,16.1,101.43,,,,2024-12-16 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.9,3.2,89.0,0.0,9.0,9.0,16.1,101.38,,,,2024-12-16 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.3,3.6,89.0,0.0,12.0,8.0,16.1,101.31,,,,2024-12-16 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.8,3.8,87.0,0.0,13.0,8.0,16.1,101.19,,,,2024-12-16 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.2,4.2,87.0,0.0,7.0,11.0,16.1,101.03,,,,2024-12-16 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.6,4.1,90.0,0.0,7.0,15.0,16.1,100.83,,,,2024-12-16 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.6,4.4,92.0,0.0,6.0,17.0,16.1,100.66,,,,2024-12-16 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.7,4.5,86.0,0.0,7.0,15.0,16.1,100.59,,,,2024-12-16 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.1,4.6,90.0,0.0,8.0,15.0,4.0,100.44,,,"Rain,Fog",2024-12-16 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.3,4.7,96.0,1.5,7.0,15.0,8.1,100.32,,,"Rain,Fog",2024-12-16 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.2,4.8,97.0,0.8,7.0,15.0,16.1,100.18,,,Rain,2024-12-16 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.1,4.8,98.0,2.0,7.0,15.0,2.8,100.1,,,"Rain,Fog",2024-12-16 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.9,4.8,99.0,2.5,7.0,15.0,2.0,99.93,,,"Rain,Fog",2024-12-16 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.6,5.5,99.0,4.2,10.0,9.0,3.2,99.84,,,"Moderate Rain,Fog",2024-12-16 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.4,6.3,99.0,1.5,,4.0,6.4,99.8,,,Fog,2024-12-16 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.1,7.0,99.0,0.0,25.0,9.0,0.6,99.79,,,Fog,2024-12-17 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.1,7.1,100.0,0.0,25.0,15.0,16.1,99.83,,,,2024-12-17 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,9.5,5.9,78.0,0.0,27.0,30.0,16.1,99.94,,,,2024-12-17 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,8.6,4.8,77.0,0.0,26.0,30.0,16.1,100.17,,,,2024-12-17 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.7,3.4,74.0,0.0,27.0,28.0,16.1,100.32,,,,2024-12-17 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.3,3.3,76.0,0.0,25.0,18.0,16.1,100.36,,,,2024-12-17 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,7.2,2.5,72.0,0.0,24.0,35.0,16.1,100.41,,,,2024-12-17 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.6,1.3,69.0,0.0,26.0,32.0,16.1,100.54,,,,2024-12-17 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.3,1.9,73.0,0.0,24.0,24.0,16.1,100.6,,,,2024-12-17 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.1,2.4,77.0,0.0,23.0,30.0,16.1,100.69,,,,2024-12-17 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.2,2.8,79.0,0.0,22.0,26.0,16.1,100.79,,,,2024-12-17 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.1,3.1,81.0,0.0,22.0,30.0,16.1,100.81,,,,2024-12-17 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.1,2.9,80.0,0.0,24.0,24.0,16.1,100.84,,,Rain,2024-12-17 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.2,0.5,67.0,0.0,27.0,26.0,16.1,100.88,,,,2024-12-17 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.3,0.2,65.0,0.0,26.0,24.0,16.1,100.94,,,,2024-12-17 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,6.0,-0.9,61.0,0.0,28.0,32.0,16.1,101.03,,,,2024-12-17 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.5,-1.5,61.0,0.0,26.0,30.0,16.1,101.16,,,,2024-12-17 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,5.0,-1.3,64.0,0.0,26.0,30.0,16.1,101.24,,,,2024-12-17 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.9,-1.1,65.0,0.0,26.0,28.0,16.1,101.33,,,,2024-12-17 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.8,-1.0,66.0,0.0,26.0,26.0,16.1,101.39,,,,2024-12-17 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.5,-1.5,65.0,0.0,26.0,22.0,16.1,101.4,,,,2024-12-17 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.4,-0.6,70.0,0.0,24.0,24.0,16.1,101.44,,,,2024-12-17 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.1,-1.2,69.0,0.0,25.0,18.0,16.1,101.44,,,,2024-12-17 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.0,-1.0,70.0,0.0,25.0,21.0,16.1,101.47,,,,2024-12-17 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.4,-2.7,60.0,0.0,26.0,18.0,16.1,101.46,,,,2024-12-18 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,4.0,-2.3,64.0,0.0,27.0,15.0,16.1,101.4,,,,2024-12-18 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.8,-1.4,69.0,0.0,24.0,17.0,16.1,101.42,,,,2024-12-18 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.6,-0.8,73.0,0.0,24.0,13.0,16.1,101.41,,,,2024-12-18 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.7,0.0,77.0,0.0,24.0,17.0,16.1,101.38,,,,2024-12-18 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.6,-0.4,75.0,0.0,24.0,17.0,16.1,101.32,,,,2024-12-18 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.6,-0.2,76.0,0.0,25.0,18.0,16.1,101.31,,,,2024-12-18 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.8,-0.4,74.0,0.0,27.0,13.0,16.1,101.26,,,,2024-12-18 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.7,-0.3,75.0,0.0,24.0,15.0,16.1,101.24,,,,2024-12-18 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.7,-0.3,75.0,0.0,26.0,11.0,16.1,101.22,,,,2024-12-18 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.5,0.2,79.0,0.0,29.0,15.0,16.1,101.2,,,Rain,2024-12-18 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.4,0.8,83.0,0.0,27.0,13.0,14.5,101.12,,,,2024-12-18 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.5,0.2,79.0,0.0,28.0,13.0,16.1,100.98,,,,2024-12-18 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,3.4,0.2,79.0,0.0,26.0,15.0,16.1,100.9,,,Rain,2024-12-18 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,2.8,0.5,85.0,0.0,28.0,13.0,16.1,100.84,,,Rain,2024-12-18 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,2.0,0.5,90.0,0.2,29.0,15.0,11.3,100.83,,,Rain,2024-12-18 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,2.3,0.5,88.0,0.0,28.0,11.0,16.1,100.83,,,Rain,2024-12-18 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,2.5,0.4,86.0,0.0,28.0,11.0,16.1,100.87,,,Rain,2024-12-18 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,2.8,0.0,82.0,0.0,26.0,21.0,16.1,100.89,,,,2024-12-18 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,2.7,0.1,83.0,0.0,27.0,21.0,16.1,100.89,,,,2024-12-18 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,2.7,-0.1,82.0,0.0,27.0,17.0,16.1,100.94,,,,2024-12-18 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,2.5,-1.0,78.0,0.0,28.0,15.0,16.1,100.99,,,,2024-12-18 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,2.6,-1.7,74.0,0.0,30.0,21.0,16.1,101.04,,,,2024-12-18 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,1.8,-2.0,76.0,0.0,27.0,15.0,16.1,101.1,,,,2024-12-18 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,1.6,-2.4,75.0,0.0,27.0,22.0,16.1,101.15,,,,2024-12-19 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,1.6,-3.1,71.0,0.0,28.0,26.0,16.1,101.21,,,,2024-12-19 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,1.1,-5.0,64.0,0.0,29.0,32.0,16.1,101.32,,,,2024-12-19 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,0.2,-7.1,58.0,0.0,30.0,30.0,16.1,101.46,,,,2024-12-19 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,0.1,-7.7,56.0,0.0,28.0,28.0,16.1,101.52,,,,2024-12-19 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,0.0,-7.3,58.0,0.0,30.0,30.0,16.1,101.56,,-6.0,,2024-12-19 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-0.2,-7.7,57.0,0.0,29.0,21.0,16.1,101.64,,-6.0,,2024-12-19 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-0.3,-7.4,59.0,0.0,29.0,22.0,16.1,101.69,,-6.0,,2024-12-19 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-0.9,-8.8,55.0,0.0,31.0,13.0,16.1,101.76,,-5.0,,2024-12-19 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-1.0,-9.7,52.0,0.0,31.0,17.0,16.1,101.81,,-6.0,,2024-12-19 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-0.7,-9.8,51.0,0.0,29.0,15.0,16.1,101.85,,-5.0,,2024-12-19 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-0.9,-9.1,54.0,0.0,32.0,13.0,16.1,101.88,,-5.0,,2024-12-19 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-0.6,-8.3,56.0,0.0,33.0,15.0,16.1,101.83,,-5.0,,2024-12-19 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-0.7,-8.9,54.0,0.0,,11.0,16.1,101.78,,-4.0,,2024-12-19 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-1.0,-9.4,53.0,0.0,31.0,8.0,16.1,101.77,,-4.0,,2024-12-19 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-0.9,-9.2,53.0,0.0,21.0,11.0,16.1,101.78,,-5.0,,2024-12-19 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-1.1,-9.3,54.0,0.0,,0.0,16.1,101.76,,,,2024-12-19 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-1.1,-9.3,54.0,0.0,,4.0,16.1,101.77,,-2.0,,2024-12-19 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-1.3,-8.8,57.0,0.0,6.0,13.0,16.1,101.75,,-6.0,,2024-12-19 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-1.6,-8.4,60.0,0.0,7.0,13.0,16.1,101.75,,-6.0,,2024-12-19 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-2.0,-8.1,63.0,0.0,6.0,21.0,16.1,101.69,,-8.0,,2024-12-19 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-2.0,-7.0,69.0,0.0,6.0,22.0,16.1,101.67,,-8.0,,2024-12-19 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-1.6,-6.6,69.0,0.0,6.0,24.0,16.1,101.63,,-8.0,,2024-12-19 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-1.4,-7.4,64.0,0.0,6.0,21.0,16.1,101.58,,-7.0,,2024-12-19 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-1.0,-6.4,67.0,0.0,5.0,21.0,16.1,101.5,,-7.0,Snow,2024-12-20 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-1.9,-6.1,73.0,0.0,5.0,21.0,14.5,101.43,,-8.0,Snow,2024-12-20 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-2.2,-3.7,90.0,0.0,5.0,24.0,1.6,101.33,,-9.0,Snow,2024-12-20 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-1.4,-2.6,91.0,0.8,6.0,35.0,8.1,101.28,,-9.0,Snow,2024-12-20 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-2.0,-3.3,91.0,0.0,6.0,37.0,3.2,101.22,,-10.0,Snow,2024-12-20 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-2.1,-3.2,92.0,0.0,6.0,30.0,6.4,101.15,,-9.0,Snow,2024-12-20 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-2.1,-3.4,91.0,0.0,6.0,34.0,4.8,101.12,,-10.0,Snow,2024-12-20 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-2.4,-3.7,91.0,0.0,6.0,30.0,6.4,101.13,,-10.0,Snow,2024-12-20 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-3.1,-4.8,88.0,0.0,5.0,30.0,16.1,101.08,,-11.0,Snow,2024-12-20 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-3.3,-5.3,86.0,0.0,5.0,24.0,16.1,101.09,,-10.0,Snow,2024-12-20 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-3.3,-5.6,84.0,0.0,5.0,18.0,6.4,101.08,,-9.0,Snow,2024-12-20 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-3.1,-5.8,82.0,0.0,4.0,17.0,11.3,101.0,,-9.0,Snow,2024-12-20 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-2.3,-5.5,79.0,0.0,4.0,13.0,11.3,100.94,,-7.0,Snow,2024-12-20 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-2.5,-5.7,79.0,0.0,1.0,17.0,8.1,100.9,,-8.0,Snow,2024-12-20 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-2.3,-5.8,77.0,0.0,3.0,13.0,16.1,100.89,,-7.0,Snow,2024-12-20 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-2.5,-6.0,77.0,0.0,34.0,21.0,16.1,100.9,,-9.0,,2024-12-20 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-2.6,-6.5,75.0,0.0,36.0,21.0,16.1,100.96,,-9.0,,2024-12-20 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-3.1,-6.1,80.0,0.0,35.0,13.0,4.8,101.03,,-8.0,Snow,2024-12-20 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-3.0,-5.5,83.0,0.0,35.0,15.0,2.4,101.06,,-8.0,Snow,2024-12-20 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-2.9,-5.1,85.0,0.0,33.0,13.0,2.8,101.15,,-8.0,Snow,2024-12-20 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-3.5,-6.0,83.0,0.2,34.0,15.0,4.8,101.18,,-9.0,Snow,2024-12-20 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-3.8,-6.4,82.0,0.0,34.0,15.0,4.8,101.19,,-9.0,Snow,2024-12-20 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-4.1,-7.8,76.0,0.0,35.0,13.0,16.1,101.22,,-9.0,Snow,2024-12-20 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-4.3,-7.4,79.0,0.0,3.0,13.0,6.4,101.24,,-9.0,Snow,2024-12-20 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-4.8,-7.7,80.0,0.0,2.0,13.0,8.1,101.25,,-10.0,Snow,2024-12-21 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-4.9,-7.8,80.0,0.0,32.0,13.0,4.8,101.24,,-10.0,Snow,2024-12-21 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-5.9,-9.5,76.0,0.0,32.0,21.0,16.1,101.27,,-13.0,,2024-12-21 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-6.9,-10.8,74.0,0.0,34.0,15.0,16.1,101.34,,-13.0,,2024-12-21 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-8.1,-11.6,76.0,0.0,33.0,15.0,16.1,101.38,,-14.0,,2024-12-21 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-8.6,-12.8,72.0,0.0,32.0,15.0,16.1,101.41,,-15.0,,2024-12-21 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-9.1,-13.6,70.0,0.0,32.0,13.0,16.1,101.49,,-15.0,,2024-12-21 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-9.8,-14.0,72.0,0.0,33.0,21.0,16.1,101.6,,-18.0,,2024-12-21 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-10.0,-14.3,71.0,0.0,35.0,18.0,16.1,101.67,,-17.0,,2024-12-21 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-9.9,-14.6,69.0,0.0,32.0,13.0,16.1,101.76,,-16.0,,2024-12-21 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-9.3,-14.4,67.0,0.0,31.0,11.0,16.1,101.84,,-15.0,,2024-12-21 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-9.0,-14.3,66.0,0.0,30.0,22.0,16.1,101.84,,-17.0,,2024-12-21 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-8.2,-13.7,65.0,0.0,33.0,17.0,16.1,101.77,,-15.0,,2024-12-21 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-7.4,-13.7,61.0,0.0,31.0,21.0,16.1,101.75,,-15.0,,2024-12-21 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-7.2,-15.3,53.0,0.0,30.0,24.0,16.1,101.71,,-15.0,,2024-12-21 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-7.5,-15.5,53.0,0.0,32.0,22.0,16.1,101.77,,-15.0,,2024-12-21 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-8.1,-16.1,53.0,0.0,33.0,18.0,16.1,101.85,,-15.0,,2024-12-21 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-9.1,-16.2,57.0,0.0,31.0,18.0,16.1,101.92,,-16.0,,2024-12-21 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-9.3,-15.9,59.0,0.0,30.0,22.0,16.1,101.94,,-17.0,,2024-12-21 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-9.1,-15.2,62.0,0.0,30.0,22.0,16.1,101.97,,-17.0,,2024-12-21 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-9.3,-14.9,64.0,0.0,33.0,15.0,16.1,102.0,,-16.0,Snow,2024-12-21 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-9.8,-15.0,66.0,0.0,33.0,9.0,16.1,102.06,,-15.0,,2024-12-21 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-11.2,-16.7,64.0,0.0,32.0,17.0,16.1,102.15,,-19.0,,2024-12-21 22:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-12.8,-17.6,68.0,0.0,33.0,9.0,16.1,102.23,,-18.0,,2024-12-21 23:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-14.0,-18.5,69.0,0.0,36.0,11.0,16.1,102.25,,-20.0,,2024-12-22 00:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-15.1,-20.5,64.0,0.0,1.0,13.0,16.1,102.31,,-22.0,,2024-12-22 01:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-15.5,-19.8,70.0,0.0,31.0,17.0,16.1,102.37,,-24.0,,2024-12-22 02:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-15.9,-20.4,69.0,0.0,31.0,15.0,16.1,102.42,,-24.0,,2024-12-22 03:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-16.1,-20.4,70.0,0.0,31.0,15.0,16.1,102.46,,-24.0,,2024-12-22 04:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-15.9,-20.0,71.0,0.0,32.0,13.0,16.1,102.48,,-23.0,,2024-12-22 05:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-15.4,-19.9,69.0,0.0,33.0,15.0,16.1,102.54,,-23.0,,2024-12-22 06:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-15.4,-19.5,71.0,0.0,31.0,13.0,16.1,102.61,,-23.0,,2024-12-22 07:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-15.4,-19.4,72.0,0.0,33.0,9.0,16.1,102.65,,-21.0,,2024-12-22 08:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-13.9,-18.4,69.0,0.0,32.0,13.0,16.1,102.67,,-21.0,,2024-12-22 09:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-12.5,-19.4,57.0,0.0,3.0,11.0,16.1,102.74,,-19.0,,2024-12-22 10:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-11.6,-19.2,54.0,0.0,14.0,8.0,16.1,102.73,,-16.0,,2024-12-22 11:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-11.1,-19.5,51.0,0.0,,0.0,16.1,102.69,,,,2024-12-22 12:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-10.2,-17.8,54.0,0.0,19.0,8.0,16.1,102.6,,-15.0,,2024-12-22 13:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-10.2,-17.9,54.0,0.0,20.0,9.0,16.1,102.59,,-15.0,,2024-12-22 14:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-10.0,-17.9,53.0,0.0,,4.0,16.1,102.56,,-12.0,,2024-12-22 15:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-9.5,-16.8,56.0,0.0,,0.0,16.1,102.57,,,,2024-12-22 16:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-10.1,-15.3,66.0,0.0,,0.0,16.1,102.59,,,,2024-12-22 17:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-9.9,-14.5,70.0,0.0,7.0,4.0,16.1,102.59,,-12.0,,2024-12-22 18:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-9.1,-13.3,72.0,0.0,12.0,5.0,16.1,102.58,,-12.0,,2024-12-22 19:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-8.6,-12.8,72.0,0.0,11.0,9.0,16.1,102.55,,-13.0,Snow,2024-12-22 20:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-7.6,-11.8,72.0,0.0,13.0,11.0,16.1,102.5,,-13.0,,2024-12-22 21:00:00-05:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,-7.2,-11.1,74.0,0.0,15.0,9.0,16.1,102.49,,-12.0,Snow,2024-12-22 22:00:00-05:00
