Longitude,Latitude,Station Name,Climate ID,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,Date/Time
-79.4,43.63,TORONTO CITY CENTRE,6158359,13.6,10.8,83.0,0.0,24.0,8.0,16.1,101.36,,,,2024-06-01 00:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,13.9,10.5,80.0,0.0,25.0,5.0,16.1,101.37,,,,2024-06-01 01:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,13.9,10.1,78.0,0.0,25.0,5.0,16.1,101.34,,,,2024-06-01 02:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,13.3,10.9,85.0,0.0,23.0,9.0,16.1,101.39,,,,2024-06-01 03:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,13.4,10.2,81.0,0.0,27.0,4.0,16.1,101.34,,,,2024-06-01 04:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,12.3,10.6,89.0,0.0,27.0,8.0,16.1,101.4,,,,2024-06-01 05:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,13.3,11.7,90.0,0.0,,4.0,16.1,101.38,,,,2024-06-01 06:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,14.5,13.1,91.0,0.0,23.0,5.0,16.1,101.38,,,,2024-06-01 07:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.0,12.4,84.0,0.0,21.0,11.0,16.1,101.41,,,,2024-06-01 08:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.6,12.0,79.0,0.0,22.0,11.0,16.1,101.39,,,,2024-06-01 09:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.1,10.8,70.0,0.0,20.0,8.0,16.1,101.35,,,,2024-06-01 10:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.9,10.9,67.0,0.0,18.0,5.0,16.1,101.3,,,,2024-06-01 11:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.8,11.0,60.0,0.0,18.0,5.0,16.1,101.27,,,,2024-06-01 12:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,21.2,11.5,53.0,0.0,14.0,5.0,16.1,101.2,,,,2024-06-01 13:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,22.7,9.3,42.0,0.0,12.0,13.0,16.1,101.11,,,,2024-06-01 14:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,22.8,10.3,45.0,0.0,14.0,8.0,16.1,101.04,,,,2024-06-01 15:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,22.7,9.5,43.0,0.0,11.0,8.0,16.1,100.97,,,,2024-06-01 16:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.9,12.5,62.0,0.0,9.0,13.0,16.1,100.93,,,,2024-06-01 17:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.0,11.6,66.0,0.0,7.0,15.0,6.4,100.9,,,Haze,2024-06-01 18:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.1,11.2,68.0,0.0,7.0,18.0,2.4,100.89,,,Rain,2024-06-01 19:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.8,10.1,64.0,0.0,7.0,18.0,16.1,100.86,,,,2024-06-01 20:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.6,9.7,63.0,0.0,7.0,17.0,16.1,100.86,,,,2024-06-01 21:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.4,9.3,62.0,0.0,7.0,17.0,16.1,100.85,,,,2024-06-01 22:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.6,9.4,62.0,0.0,6.0,17.0,16.1,100.79,,,,2024-06-01 23:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.2,8.4,56.0,0.0,7.0,13.0,16.1,100.72,,,,2024-06-02 00:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.4,8.5,56.0,0.0,7.0,15.0,16.1,100.65,,,,2024-06-02 01:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.6,8.7,55.0,0.0,7.0,17.0,16.1,100.6,,,,2024-06-02 02:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.0,8.6,57.0,0.0,7.0,17.0,16.1,100.57,,,,2024-06-02 03:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.7,8.3,57.0,0.0,7.0,17.0,16.1,100.56,,,,2024-06-02 04:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.4,9.1,62.0,0.0,7.0,18.0,16.1,100.57,,,,2024-06-02 05:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.3,8.7,60.0,0.0,7.0,13.0,16.1,100.65,,,,2024-06-02 06:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.5,9.5,63.0,0.0,18.0,17.0,16.1,100.62,,,Rain,2024-06-02 07:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.9,12.1,78.0,0.0,25.0,11.0,16.1,100.68,,,Rain,2024-06-02 08:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.3,12.3,77.0,0.0,34.0,11.0,16.1,100.59,,,Rain,2024-06-02 09:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.0,13.7,86.0,0.8,,9.0,16.1,100.67,,,Rain,2024-06-02 10:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.6,14.7,94.0,1.8,15.0,11.0,12.9,100.63,,,Rain,2024-06-02 11:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.5,14.0,91.0,0.2,9.0,11.0,16.1,100.59,,,,2024-06-02 12:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.3,13.4,88.0,0.0,17.0,9.0,16.1,100.58,,,,2024-06-02 13:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.3,12.9,86.0,0.0,,4.0,16.1,100.59,,,,2024-06-02 14:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.0,14.5,91.0,0.2,,9.0,11.3,100.55,,,Rain,2024-06-02 15:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.3,14.8,91.0,0.0,13.0,11.0,16.1,100.53,,,,2024-06-02 16:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.6,13.4,87.0,0.0,8.0,15.0,16.1,100.51,,,,2024-06-02 17:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.2,13.6,90.0,0.0,6.0,15.0,16.1,100.52,,,,2024-06-02 18:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.2,13.9,92.0,0.0,7.0,18.0,16.1,100.54,,,,2024-06-02 19:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,14.6,13.3,92.0,0.0,7.0,18.0,16.1,100.54,,,,2024-06-02 20:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,14.2,13.6,96.0,0.0,7.0,18.0,11.3,100.55,,,,2024-06-02 21:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,14.9,14.3,96.0,0.0,7.0,15.0,12.9,100.52,,,,2024-06-02 22:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.0,14.7,98.0,0.0,6.0,17.0,2.0,100.5,,,Fog,2024-06-02 23:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.0,14.9,99.0,0.0,6.0,11.0,0.8,100.52,,,Fog,2024-06-03 00:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.2,15.1,99.0,0.0,6.0,13.0,0.6,100.49,,,Fog,2024-06-03 01:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,14.7,14.7,100.0,0.0,8.0,15.0,0.6,100.51,,,Fog,2024-06-03 02:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.1,15.1,100.0,0.0,7.0,15.0,1.6,100.52,,,Fog,2024-06-03 03:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.2,15.2,100.0,0.0,9.0,15.0,4.8,100.51,,,Fog,2024-06-03 04:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.3,15.3,100.0,0.0,8.0,15.0,2.4,100.53,,,Fog,2024-06-03 05:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.2,15.2,100.0,0.0,8.0,15.0,3.6,100.56,,,Fog,2024-06-03 06:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.4,15.4,100.0,0.0,7.0,15.0,3.2,100.58,,,Fog,2024-06-03 07:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.0,15.9,99.0,0.0,6.0,9.0,6.4,100.64,,,Fog,2024-06-03 08:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.6,16.4,99.0,0.0,6.0,15.0,14.5,100.67,,,,2024-06-03 09:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.6,16.3,98.0,0.2,8.0,13.0,6.4,100.67,,,"Rain,Fog",2024-06-03 10:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.6,16.5,93.0,0.0,9.0,17.0,16.1,100.63,,,,2024-06-03 11:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.7,16.9,95.0,0.0,8.0,17.0,4.0,100.59,,,Fog,2024-06-03 12:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.6,17.2,91.0,0.0,8.0,17.0,16.1,100.56,,,,2024-06-03 13:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.2,16.8,92.0,0.0,8.0,18.0,16.1,100.52,,,,2024-06-03 14:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.2,16.0,92.0,0.0,8.0,18.0,6.4,100.45,,,Fog,2024-06-03 15:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.9,16.3,90.0,0.0,8.0,18.0,16.1,100.44,,,,2024-06-03 16:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.2,15.3,83.0,0.0,9.0,17.0,16.1,100.41,,,,2024-06-03 17:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.2,15.1,82.0,0.0,9.0,17.0,16.1,100.42,,,,2024-06-03 18:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.6,15.1,85.0,0.0,8.0,17.0,16.1,100.47,,,,2024-06-03 19:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.8,14.7,87.0,0.0,8.0,17.0,16.1,100.43,,,,2024-06-03 20:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.8,14.8,88.0,0.0,7.0,13.0,16.1,100.5,,,,2024-06-03 21:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.8,15.0,89.0,0.0,8.0,13.0,16.1,100.5,,,,2024-06-03 22:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.1,15.1,88.0,0.0,7.0,15.0,16.1,100.49,,,,2024-06-03 23:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.0,15.0,88.0,0.0,7.0,11.0,16.1,100.47,,,,2024-06-04 00:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.1,15.1,88.0,0.0,9.0,9.0,16.1,100.43,,,,2024-06-04 01:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.1,15.1,88.0,0.0,7.0,11.0,16.1,100.43,,,,2024-06-04 02:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.9,15.1,89.0,0.0,7.0,13.0,16.1,100.39,,,,2024-06-04 03:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.5,15.0,91.0,0.0,7.0,13.0,16.1,100.43,,,,2024-06-04 04:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.1,14.8,92.0,0.0,6.0,11.0,16.1,100.46,,,,2024-06-04 05:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.6,15.6,88.0,0.0,7.0,17.0,16.1,100.54,,,,2024-06-04 06:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.7,15.7,83.0,0.0,8.0,13.0,16.1,100.59,,,,2024-06-04 07:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.6,15.5,82.0,0.0,8.0,18.0,16.1,100.61,,,,2024-06-04 08:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.9,15.8,82.0,0.0,8.0,18.0,16.1,100.57,,,,2024-06-04 09:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.1,16.1,83.0,0.0,8.0,21.0,16.1,100.53,,,,2024-06-04 10:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.9,16.1,84.0,0.0,9.0,18.0,16.1,100.53,,,,2024-06-04 11:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.9,16.2,84.0,0.0,8.0,21.0,16.1,100.51,,,,2024-06-04 12:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.3,16.8,80.0,0.0,8.0,21.0,16.1,100.44,25.0,,,2024-06-04 13:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,21.4,17.5,78.0,0.0,8.0,15.0,16.1,100.4,27.0,,,2024-06-04 14:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.9,17.1,79.0,0.0,8.0,21.0,16.1,100.38,26.0,,,2024-06-04 15:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,21.4,16.9,75.0,0.0,8.0,18.0,16.1,100.31,27.0,,,2024-06-04 16:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.9,16.8,77.0,0.0,8.0,21.0,16.1,100.28,26.0,,,2024-06-04 17:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.5,16.6,78.0,0.0,7.0,21.0,16.1,100.24,26.0,,,2024-06-04 18:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.6,16.1,75.0,0.0,7.0,18.0,16.1,100.24,25.0,,,2024-06-04 19:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.4,15.1,71.0,0.0,7.0,21.0,16.1,100.21,,,,2024-06-04 20:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.7,15.0,74.0,0.0,8.0,21.0,16.1,100.21,,,,2024-06-04 21:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.8,15.1,74.0,0.0,7.0,17.0,16.1,100.18,,,,2024-06-04 22:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.7,15.4,76.0,0.0,8.0,17.0,16.1,100.18,,,,2024-06-04 23:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.3,15.4,73.0,0.0,6.0,17.0,16.1,100.13,25.0,,,2024-06-05 00:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.7,15.4,71.0,0.0,9.0,15.0,16.1,100.1,25.0,,,2024-06-05 01:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.4,15.3,72.0,0.0,7.0,15.0,16.1,100.04,25.0,,,2024-06-05 02:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.8,15.1,74.0,0.0,8.0,11.0,16.1,100.0,,,,2024-06-05 03:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.2,15.2,77.0,0.0,7.0,18.0,16.1,99.97,,,,2024-06-05 04:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.4,15.3,77.0,0.0,8.0,15.0,16.1,99.96,,,,2024-06-05 05:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.1,15.6,80.0,0.0,8.0,18.0,16.1,99.95,,,,2024-06-05 06:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.6,15.8,78.0,0.0,8.0,17.0,16.1,99.94,,,,2024-06-05 07:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.3,16.0,81.0,0.0,8.0,18.0,16.1,99.91,,,,2024-06-05 08:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.6,16.3,81.0,0.0,9.0,18.0,16.1,99.89,,,,2024-06-05 09:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.7,16.6,82.0,0.0,8.0,17.0,16.1,99.89,,,,2024-06-05 10:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.0,16.8,82.0,0.0,8.0,18.0,16.1,99.86,25.0,,,2024-06-05 11:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.2,17.1,82.0,0.0,7.0,22.0,16.1,99.81,26.0,,,2024-06-05 12:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.9,17.5,86.0,0.0,9.0,17.0,16.1,99.76,,,Rain,2024-06-05 13:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.7,17.8,83.0,0.0,10.0,15.0,16.1,99.68,27.0,,,2024-06-05 14:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,22.6,19.0,80.0,0.0,7.0,17.0,16.1,99.57,29.0,,,2024-06-05 15:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,22.5,18.6,79.0,0.0,6.0,17.0,16.1,99.47,29.0,,,2024-06-05 16:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.2,17.8,86.0,0.0,8.0,21.0,16.1,99.43,26.0,,,2024-06-05 17:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.6,17.4,87.0,0.0,10.0,13.0,16.1,99.38,,,,2024-06-05 18:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.6,18.2,86.0,0.0,11.0,5.0,16.1,99.36,27.0,,,2024-06-05 19:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,20.1,18.3,89.0,0.0,11.0,9.0,16.1,99.33,26.0,,,2024-06-05 20:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.8,17.5,92.0,0.0,23.0,21.0,16.1,99.38,,,Rain,2024-06-05 21:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.0,17.2,95.0,1.2,24.0,13.0,16.1,99.34,,,Rain,2024-06-05 22:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.8,17.2,96.0,0.2,25.0,11.0,16.1,99.26,,,,2024-06-05 23:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.9,17.4,97.0,0.0,27.0,11.0,16.1,99.26,,,,2024-06-06 00:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.6,17.0,96.0,0.0,21.0,11.0,16.1,99.23,,,,2024-06-06 01:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.6,17.1,97.0,0.0,15.0,5.0,16.1,99.16,,,,2024-06-06 02:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.7,17.4,98.0,1.0,11.0,9.0,8.1,99.09,,,"Rain,Fog",2024-06-06 03:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.6,17.3,98.0,0.2,16.0,5.0,16.1,99.05,,,Rain,2024-06-06 04:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.6,17.4,99.0,0.0,17.0,5.0,12.9,99.01,,,,2024-06-06 05:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.6,17.4,99.0,0.0,21.0,8.0,16.1,99.02,,,,2024-06-06 06:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.1,17.8,98.0,0.0,25.0,5.0,16.1,99.05,,,,2024-06-06 07:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.7,18.2,97.0,0.0,24.0,8.0,11.3,99.05,,,,2024-06-06 08:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,23.6,16.0,62.0,0.0,32.0,35.0,16.1,99.02,28.0,,,2024-06-06 09:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,24.1,14.8,56.0,0.0,31.0,35.0,16.1,99.02,28.0,,,2024-06-06 10:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,22.8,12.8,53.0,0.0,30.0,30.0,16.1,99.05,25.0,,,2024-06-06 11:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,23.9,14.5,55.0,0.0,24.0,13.0,16.1,98.99,28.0,,,2024-06-06 12:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,23.2,14.6,58.0,0.0,19.0,21.0,16.1,98.96,27.0,,,2024-06-06 13:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,21.4,14.7,65.0,0.0,18.0,22.0,16.1,98.9,25.0,,,2024-06-06 14:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,26.0,12.8,43.0,0.0,28.0,37.0,16.1,98.89,29.0,,,2024-06-06 15:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,25.6,11.1,40.0,0.0,28.0,30.0,16.1,98.9,27.0,,,2024-06-06 16:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,25.0,11.1,41.0,0.0,27.0,34.0,16.1,98.92,27.0,,,2024-06-06 17:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,24.6,8.4,35.0,0.0,29.0,34.0,16.1,98.94,25.0,,,2024-06-06 18:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,23.0,9.9,43.0,0.0,29.0,28.0,16.1,98.97,,,,2024-06-06 19:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.3,14.4,73.0,0.0,23.0,13.0,16.1,99.0,,,,2024-06-06 20:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.5,14.7,78.0,0.2,28.0,39.0,14.5,99.1,,,Rain,2024-06-06 21:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.1,13.3,73.0,0.5,21.0,9.0,16.1,99.08,,,,2024-06-06 22:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.9,14.4,85.0,0.0,26.0,9.0,16.1,99.09,,,,2024-06-06 23:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.9,13.0,73.0,0.0,30.0,26.0,16.1,99.1,,,,2024-06-07 00:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.6,12.1,70.0,0.0,29.0,15.0,16.1,99.08,,,,2024-06-07 01:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.1,11.9,71.0,0.0,27.0,13.0,16.1,99.08,,,,2024-06-07 02:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.0,11.8,71.0,0.0,26.0,18.0,16.1,99.1,,,,2024-06-07 03:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.4,12.0,75.0,0.0,26.0,15.0,16.1,99.11,,,,2024-06-07 04:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.7,12.7,82.0,0.0,24.0,13.0,16.1,99.13,,,,2024-06-07 05:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.5,12.2,75.0,0.0,26.0,15.0,16.1,99.15,,,,2024-06-07 06:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.3,13.6,84.0,0.0,23.0,9.0,16.1,99.17,,,,2024-06-07 07:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.2,12.3,73.0,0.0,27.0,18.0,16.1,99.18,,,,2024-06-07 08:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.8,13.1,79.0,0.2,26.0,15.0,16.1,99.2,,,Rain,2024-06-07 09:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.9,13.2,74.0,0.0,24.0,13.0,16.1,99.21,,,,2024-06-07 10:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.5,12.4,72.0,0.0,21.0,34.0,16.1,99.21,,,Thunderstorms,2024-06-07 11:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.4,14.1,86.0,2.0,27.0,15.0,16.1,99.29,,,Rain,2024-06-07 12:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.2,13.4,84.0,0.2,29.0,26.0,14.5,99.31,,,Rain,2024-06-07 13:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,17.5,13.2,76.0,0.8,25.0,17.0,16.1,99.34,,,Rain,2024-06-07 14:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.9,13.0,77.0,1.5,21.0,9.0,16.1,99.37,,,,2024-06-07 15:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,19.0,11.7,62.0,0.0,29.0,34.0,16.1,99.4,,,,2024-06-07 16:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.0,11.5,65.0,0.0,29.0,26.0,16.1,99.45,,,,2024-06-07 17:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.3,10.8,61.0,0.0,29.0,32.0,16.1,99.48,,,,2024-06-07 18:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,18.3,10.5,60.0,0.0,30.0,32.0,16.1,99.54,,,,2024-06-07 19:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.5,12.0,74.0,0.0,30.0,32.0,16.1,99.62,,,,2024-06-07 20:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.6,11.6,72.0,0.0,30.0,28.0,16.1,99.68,,,,2024-06-07 21:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,16.0,11.1,73.0,0.0,30.0,37.0,16.1,99.72,,,,2024-06-07 22:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.8,11.0,73.0,0.0,31.0,34.0,16.1,99.71,,,,2024-06-07 23:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.7,10.9,73.0,0.0,30.0,30.0,16.1,99.7,,,,2024-06-08 00:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,15.4,10.8,74.0,0.0,29.0,30.0,16.1,99.69,,,,2024-06-08 01:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,14.2,10.3,77.0,0.0,27.0,17.0,16.1,99.67,,,,2024-06-08 02:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,13.7,10.0,78.0,0.0,28.0,22.0,16.1,99.69,,,,2024-06-08 03:00:00-04:00
-79.4,43.63,TORONTO CITY CENTRE,6158359,13.0,9.9,82.0,0.0,27.0,17.0,16.1,99.73,,,,2024-06-08 04:00:00-04:00
